0,5000
1,37
2,9
3,7/15
4,6
5,150
6,600
7,4200
8,8.8
9,9
10,41
11,0.3
12,80
13,56
14,54
15,8172
16,16
17,58.7
18,322.5
19,10
20,27
21,8
22,100
23,54
24,294
25,53
26,24
27,16
28,9.42
29,1950
30,3.4
31,75
32,9
33,720
34,40
35,29/20
36,351
37,5
38,29/20
39,48
40,400
41,24
42,8
43,500
44,32
45,16
46,95
47,288
48,928
49,380
50,700
51,9
52,9600
53,280
54,783
55,120
56,172
57,4500
58,1056
59,9
60,13
61,991
62,3000
63,798
64,342
65,6
66,14592
67,240
68,3360
69,750
70,9
71,73.2
72,6600
73,5/8
74,200
75,3.8
76,30
77,1/5
78,24
79,294
80,3.5
81,70
82,8
83,140
84,260
85,20%
86,14
87,30
88,495
89,484
90,2.49
91,20
92,20
93,1705
94,1526
95,407.2
96,8
97,16
98,4
99,260
100,2496
101,40
102,3278.8
103,13
104,5
105,7
106,7/9
107,20700
108,10.7
109,3_1/3
110,4/5
111,1200
112,560
113,140
114,19
115,380
116,2390
117,583
118,153
119,124
120,1.54
121,13
122,2
123,99
124,4000
125,90%
126,400
127,1.5
128,107
129,770
130,7/9
131,5073
132,10
133,10
134,1680
135,9
136,695
137,80
138,4
139,90
140,80
141,293
142,144
143,25
144,8354.72
145,356
146,15
147,4200
148,4800
149,9
150,2/9
151,484
152,10/3
153,440
154,6400
155,3/10
156,5
157,600
158,50
159,230
160,30
161,50
162,5
163,2
164,28
165,1350
166,382
167,3000
168,8
169,720
170,5
171,9
172,235.2
173,144
174,4/35
175,14
176,52
177,8
178,8
179,17
180,40
181,87.92
182,12
183,27
184,48/5
185,650
186,4500
187,9
188,252
189,7
190,275
191,753.6
192,10395
193,900
194,2800
195,2340
196,656
197,84.792
198,500
199,274
200,450
201,228
202,12
203,7/20
204,4
205,40
206,4/9
207,6
208,42
209,8963
210,6
211,78.3
212,2799
213,31790
214,6
215,26250
216,40
217,17
218,64800
219,2
220,5
221,333
222,20
223,8
224,188
225,1632
226,42
227,9
228,0.8
229,8.4
230,138
231,373
232,3025
233,207
234,684
235,5225
236,701
237,4050
238,1/18
239,205
240,800
241,200
242,25/8
243,5475
244,1080
245,3/5
246,70
247,51/24
248,230
249,9
250,27.6
251,8
252,3178.5
253,1380
254,1230
255,6000
256,1536
257,6
258,1470
259,5
260,2505
261,480
262,40
263,48
264,24/5
265,10
266,11/24
267,2704
268,48
269,94
270,25000
271,10360
272,75
273,6
274,520
275,1475
276,270
277,4.5
278,32
279,2300
280,50.24
281,8
282,5.2
283,736
284,59
285,18
286,240
287,849
288,48
289,2700
290,940
291,5
292,2
293,554
294,16
295,23
296,4800
297,3
298,4
299,105
300,238
301,49/20
302,2
303,8
304,81
305,7850
306,9
307,20
308,30
309,24
310,87.92
311,390
