0,20000
1,37
2,12
3,4/15
4,6
5,150
6,600
7,4200
8,8.8
9,9
10,41
11,15
12,90
13,56
14,54
15,8172
16,16
17,18.7
18,322.5
19,10
20,30
21,7
22,100
23,54
24,390
25,53
26,24
27,16
28,942
29,1950
30,5.6
31,75
32,9
33,720
34,30
35,19/20
36,341
37,5
38,2_7/20
39,48
40,400
41,24
42,9
43,500
44,32
45,17
46,95
47,288
48,180
49,280
50,700
51,9
52,9250
53,280
54,782
55,120
56,160
57,4375
58,1008
59,4
60,13
61,902
62,300
63,1758
64,2
65,588
66,13996.4
67,240
68,3360
69,945
70,9
71,75.8
72,6400
73,5/8
74,200
75,3.8
76,318
77,1/4
78,24
79,294
80,3.5
81,27
82,8
83,696
84,260
85,20%
86,14
87,30
88,459
89,484
90,2.94
91,20
92,24
93,2750
94,1426
95,348.5
96,8
97,16
98,3
99,260
100,2496
101,400
102,3297.8
103,13
104,4
105,7
106,5/9
107,22750
108,11
109,3_1/3
110,2_2/5
111,1200
112,336
113,147
114,26
115,40
116,9230
117,603
118,144
119,124
120,1.54
121,13
122,2
123,69
124,4000
125,90%
126,400
127,1.2
128,116
129,870
130,7/9
131,5073
132,10
133,108
134,1680
135,9
136,695
137,500
138,4
139,93
140,80
141,29
142,144
143,25
144,8354.72
145,356
146,5
147,2520
148,5.76
149,9
150,2/9
151,384
152,20/3
153,480
154,7680
155,3/10
156,9
157,600
158,78
159,390
160,30
161,50
162,5
163,2.8
164,28
165,1350
166,280
167,300
168,9
169,180
170,3_1/4
171,6
172,168
173,144
174,2/3
175,14
176,52
177,9
178,8
179,14
180,40
181,75.36
182,12
183,27
184,45/8
185,650
186,5000
187,9
188,72
189,13
190,275
191,75.36
192,10245
193,900
194,1200
195,2034
196,696
197,28.26
198,360
199,248
200,475
201,262
202,12
203,7/20
204,5
205,40
206,4/9
207,7
208,38
209,8061
210,6
211,79.5
212,3198
213,31590
214,6
215,6375
216,40
217,5
218,63648
219,2
220,5
221,333
222,20
223,8
224,80
225,1872
226,42
227,9
228,1/7
229,18
230,17
231,373
232,3025
233,207
234,684
235,405
236,781
237,4200
238,5/18
239,205
240,1000
241,100
242,5/8
243,5475
244,162
245,3/5
246,259
247,25/24
248,230
249,9
250,27.6
251,75
252,3175.5
253,1710
254,1230
255,7500
256,1536
257,6
258,490
259,5
260,2400
261,960
262,40
263,480
264,4.8
265,6
266,11/24
267,400
268,42
269,9
270,25000
271,11760
272,75
273,12
274,520
275,2705
276,27
277,7.2
278,32
279,2100
280,50.24
281,8
282,5.2
283,736
284,59
285,18
286,240
287,879
288,48
289,2775
290,948
291,5
292,2
293,540
294,16
295,23
296,7560
297,3
298,4
299,90
300,208
301,29/20
302,3
303,8
304,81
305,7850
306,9
307,20
308,60
309,7
310,125.6
311,390
312,32
313,2/7
314,36
315,80
316,40
317,324
318,900
319,1/3
320,9
321,432
322,3/8
323,37/40
324,3/5
325,4
326,3600
327,77.5
328,704
329,12
330,10787.5
331,434000
332,16000
333,300
334,4/7
335,996
336,15
337,546
338,6
339,1000
340,20
341,90
342,21
343,9
344,125
345,37
346,48
347,3
348,425
349,24
350,32
351,600
352,437
353,159
354,180
355,170
356,387
357,13
358,2500
359,4
360,5024
361,6280
362,25
363,9
364,15
365,540
366,9/35
367,24
368,1/8
369,299
370,150
371,94
372,10
373,7
374,36
375,1800
376,401
377,2.512
378,4369
379,3
380,70
381,39
382,2/5
383,6960
384,57875
385,92
386,75
387,65.94
388,500
389,20
390,7
391,1260
392,720
393,750
394,62.8
395,100
396,450
397,9
398,6492
399,12
400,134
401,136
402,964
403,3
404,794
405,32
406,14
407,4/15
408,10
409,3.14
410,12
411,6
412,1/8
413,800
414,10
415,75
416,65
417,8
418,1320
419,6
420,2/3
421,1
422,315
423,2
424,0.96
425,12.6
426,9
427,2560
428,109
429,300
430,580
431,1200
432,352
433,94
434,12960
435,34
436,528
437,44
438,2.65
439,5400
440,3/8
441,39
442,410
443,87.5
444,74
445,990
446,3/5
447,0.45
448,20
449,1920
450,566
451,68
452,4%
453,10
454,30
455,133
456,1080
457,60
458,76
459,390
460,24
461,2400
462,34
463,744
464,6
465,1470
466,235
467,92
468,21
469,30
470,12
471,20
472,700
473,125.6
474,12
475,9
476,606
477,5
478,192
479,297
480,32
481,533
482,7/30
483,3.2
484,75
485,280
486,96
487,216
488,15
489,1252
490,3
491,96
492,260
493,34.88
494,440
495,2138.16
496,5760
497,1440
498,80
499,1344
500,272
501,700
502,960
503,75
504,925
505,742
506,150
507,720
508,2826
509,39
510,264
511,15
512,17/40
513,5
514,120
515,61
516,984
517,0.5
518,1/2
519,300
520,46
521,8
522,355
523,900
524,5/8
525,200
526,200
527,98
528,120
529,157
530,120
531,2
532,90
533,48.6
534,3
535,450
536,14.4
537,5
538,7
539,80
540,275
541,1
542,216
543,3600
544,44
545,40
546,0.2
547,70
548,5
549,120
550,1370
551,34.54
552,208
553,9
554,1250
555,750
556,11
557,37
558,7.065
559,12.56
560,1.4
561,6
562,9
563,125
564,59
565,30
566,2770
567,287
568,960
569,2550
570,28.4
571,18.8
572,10900
573,18
574,2500
575,49.89
576,4
577,2
578,125
579,240
580,1400
581,7
582,438
583,480
584,12
585,9
586,25
587,30
588,50
589,360
590,72
591,16
592,320
593,0.4
594,4
595,28.26
596,0.9
597,930
598,208
599,45000
600,784
601,1.8
602,4
603,100
604,75
605,2/5
606,8
607,7.5
608,5
609,62
610,90
611,7
612,156
613,27
614,13.2
615,7800
616,174.3
617,20
618,3.765
619,90
620,99.4
621,70
622,400
623,114
624,143
625,20
626,700
627,42
628,376
629,36
630,30
631,314
632,3_1/3
633,2000
634,17160
635,94%
636,90%
637,62.5%
638,94%
639,90
640,30
641,40
642,45
643,32
644,1350
645,8
646,2
647,26
648,215
649,384
650,280
651,30
652,15
653,25
654,95%
655,49
656,40
657,97.5%
658,1.5
659,94%
660,54
661,500
662,966.25
663,25%
664,60
665,1079.5
666,50
667,20
668,2
669,9
670,25
671,300
672,32
673,32
674,5.2
675,94%
676,7
677,6
678,98%
679,98%
680,1
681,460
682,480
683,450
684,56
685,42
686,4800
687,150
688,360
689,35
690,320
691,1500
692,81
693,9
694,20
695,444
696,38.4
697,20
698,19/40
699,47
700,48
701,48
702,4
703,2
704,9
705,3
706,94%
707,5/8
708,20
709,75
710,2000
711,28
712,2.4
713,0.3
714,10%
715,1000
716,240
717,960
718,48
719,48
720,150
721,90.384
722,120
723,40
724,20
725,42.5
726,420
727,117
728,300
729,400
730,240
731,30
732,32
733,150
734,23
735,135
736,28
737,50
738,84
739,160
740,95%
741,4
742,3/8
743,5.2
744,300
745,4800
746,100
747,153.2
748,27
749,372
750,3
751,94
752,40
753,10
754,78
755,250
756,8
757,72
758,15
759,400
760,300
761,48
762,219.5
763,538
764,49
765,1200
766,21972
767,3
768,2000
769,50
770,901
771,39
772,103
773,30
774,2000
775,28
776,7536
777,180
778,384
779,8
780,3
781,3680
782,3_200
783,7
784,1200
785,170
786,157
787,8
788,350
789,132
790,98%
791,270
792,725
793,75
794,168.97
795,2800
796,10
797,96
798,4
799,528
800,83.5
801,58
802,40
803,78
804,40
805,37
806,250
807,72
808,5
809,24
810,3.4
811,6
812,2
813,75.36
814,25
815,4000
816,2000
817,12
818,8
819,90
820,140
821,1200
822,92
823,80
824,125.6
825,1050
826,137
827,25
828,2.4
829,40
830,340
831,400
832,4
833,27.5
834,98
835,1760
836,50
837,16
838,28
839,5
840,10
841,3/4
842,4
843,496
844,546
845,134
846,8
847,42
848,340
849,5
850,300
851,5500
852,39
853,12
854,30
855,0.98
856,47.5
857,160
858,9
859,30
860,23
861,450
862,48
863,2/7
864,24
865,11
866,750
867,25
868,30
869,5
870,13.2
871,960
872,9
873,59
874,38
875,30
876,9375
877,12.5%
878,87.92
879,31.4%
880,80
881,3_1/3
882,30
883,8
884,29
885,40
886,140
887,4710
888,18
889,37
890,2.5
891,72
892,73.6
893,57.2
894,32
895,8
896,295
897,10
898,48
899,24
900,4000
901,207000
902,4
903,225
904,20
905,3000
906,300
907,90
908,26
909,3.14
910,4
911,6.00
912,300
913,5
914,6.2
915,370
916,5024
917,343
918,94.2
919,4
920,200
921,3
922,7
923,96%
924,200
925,192
926,96%
927,270
928,24
929,8
930,30000
931,30000
932,120
933,08
934,6
935,250
936,90
937,150
938,7.56
939,13
940,72
941,9
942,204
943,24
944,8
945,1/12
946,176
947,5
948,270
949,48
950,0.6
951,48
952,48
953,200
954,54
955,12
956,16
957,3
958,10000
959,13
960,6
961,8
962,640
963,32100
964,16
965,24
966,15
967,5.4
968,45
969,1/15
970,145.6
971,10
972,3486
973,942
974,41
975,18
976,70
977,8
978,38.45
979,820
980,154.3
981,4680
982,30
983,456
984,3.5%
985,74
986,97
987,12
988,3
989,730
990,9
991,2520
992,573
993,603
994,0.5%
995,2036
996,1/9
997,90
998,72
999,2/5
1000,6.28
1001,200
1002,168
1003,45
1004,6
1005,10%
1006,100
1007,10
1008,93600
1009,7/8
1010,2.5
1011,147
1012,312.5
1013,4%
1014,3
1015,80
1016,15
1017,20
1018,70
1019,4/3
1020,8
1021,40%
1022,31.25%
1023,62.8
1024,54
1025,42000
1026,13000
1027,1/4
1028,47
1029,96
1030,20
1031,203
1032,28
1033,12
1034,200
1035,150
1036,0.36
1037,30
1038,400
1039,52
1040,48/13
1041,400
1042,2
1043,3.2
1044,38.2
1045,343
1046,3/4
1047,108
1048,29
1049,375
1050,45
1051,25
1052,240
1053,20
1054,10
1055,1
1056,24
1057,188.4
1058,3/16
1059,512
1060,39
1061,9
1062,4.63
1063,5.5
1064,18
1065,20
1066,32
1067,5
1068,40
1069,45
1070,55
1071,18.75
1072,92
1073,28
1074,1/5
1075,3928
1076,15
1077,204
1078,0.6
1079,360
1080,2400
1081,105
1082,25
1083,9
1084,13
1085,7.4
1086,3/20
1087,420
1088,4/9
1089,0.144
1090,240
1091,45
1092,10250
1093,160
1094,4296
1095,18
1096,1440
1097,5/8
1098,27
1099,60
1100,3/7
1101,16
1102,411
1103,20
1104,202
1105,2/5
1106,94.3
1107,32
1108,20
1109,20
1110,27
1111,2.5
1112,3.8
1113,50%
1114,400
1115,68
1116,1
1117,75
1118,4
1119,8
1120,15
1121,30
1122,20
1123,12
1124,47
1125,4000
1126,120
1127,1.8
1128,1000
1129,0.01
1130,1.54
1131,9
1132,30
1133,550
1134,128
1135,20
1136,30.24
1137,10
1138,480
1139,256
1140,900
1141,30
1142,9
1143,225
1144,12
1145,6
1146,200
1147,780
1148,504
1149,41.3
1150,4.7
1151,12
1152,11/18
1153,770
1154,4
1155,270
1156,9
1157,10
1158,950
1159,4
1160,21
1161,4
1162,240
1163,45
1164,14850
1165,9
1166,11
1167,18
1168,78
1169,18
1170,15.7%
1171,900
1172,360
1173,40
1174,15
1175,98%
1176,2.5
1177,2.4
1178,7000
1179,180
1180,3
1181,270
1182,18
1183,45
1184,170
1185,300
1186,8
1187,499
1188,599
1189,499
1190,5000
1191,180
1192,270
1193,37500
1194,72
1195,20%
1196,15
1197,47.5
1198,396
1199,314
1200,480
1201,5/3
1202,19
1203,25%
1204,5.1
1205,14
1206,22
1207,428
1208,8
1209,5
1210,1
1211,300
1212,432
1213,30%
1214,45
1215,160
1216,45
1217,30
1218,30
1219,800
1220,80%
1221,50
1222,3.75
1223,171.6
1224,2.5
1225,25
1226,28.26
1227,2400
1228,18
1229,90
1230,6.4
1231,6.4
1232,54
1233,512
1234,150
1235,94.2
1236,38
1237,70
1238,45
1239,30
1240,30%
1241,12
1242,800
1243,480
1244,49
1245,420
1246,70
1247,63
1248,52
1249,180
1250,39
1251,45
1252,35
1253,14
1254,36
1255,8
1256,30
1257,38
1258,24
1259,16
1260,53
1261,22
1262,4
1263,37
1264,6
1265,36
1266,6
1267,23
1268,23
1269,18
1270,55
1271,53
1272,30
1273,26
1274,45
1275,9
1276,78
1277,7
1278,104
1279,24
1280,81
1281,51
1282,94
1283,24
1284,48
1285,46
1286,49
1287,35
1288,27
1289,48
1290,9
1291,5
1292,29
1293,10
1294,30
1295,7
1296,10
1297,3
1298,8
1299,6
1300,5
1301,20
1302,6
1303,5
1304,6
1305,6
1306,4
1307,5
1308,8
1309,8
1310,7
1311,10
1312,3
1313,36
1314,8
1315,11
1316,27
1317,6
1318,3
1319,9
1320,8
1321,18
1322,70
1323,31
1324,22
1325,72
1326,25
1327,7
1328,4
1329,10
1330,30
1331,8
1332,72
1333,23
1334,5
1335,35
1336,54
1337,8
1338,21
1339,5
1340,70
1341,24
1342,6
1343,7
1344,34
1345,84
1346,31
1347,33
1348,24
1349,12
1350,25
1351,16
1352,19
1353,28
1354,29
1355,150
1356,108
1357,75.36
1358,160
1359,500
1360,144
1361,1392
1362,60000
1363,7/9
1364,42
1365,4/5
1366,10
1367,9
1368,7536
