0,2380
1,79
2,11
3,9.4
4,32
5,1290
6,600
7,5015
8,8.8
9,9
10,41
11,1.05
12,90
13,56
14,90
15,8172
16,16
17,18.71
18,333.75
19,10
20,180
21,5
22,100
23,68
24,30
25,53
26,11
27,32
28,1.884
29,1950
30,3.6
31,75
32,9
33,720
34,44
35,9/10
36,251
37,6
38,35/60
39,48
40,400
41,24
42,7
43,500
44,96
45,17
46,95
47,288
48,40
49,280
50,656
51,9
52,7600
53,280
54,778
55,120
56,42
57,4925
58,1056
59,9
60,13
61,1201
62,1300
63,738
64,1176
65,705.6
66,13188
67,-5594
68,3360
69,255
70,10
71,73.2
72,6600
73,1/2
74,125
75,3.8
76,2.4
77,49/50
78,24
79,194
80,3.3
81,56
82,7
83,392
84,260
85,25%
86,15
87,4.71
88,402
89,374
90,10.8
91,20
92,16
93,1735
94,400
95,873.5
96,8
97,100.48
98,3
99,260
100,2240
101,400
102,446.24
103,14
104,8
105,20
106,5/9
107,43.25
108,6.9
109,75
110,7/10
111,1200
112,560
113,147
114,24
115,160
116,5055
117,623
118,192
119,124
120,0.76
121,13
122,25
123,69
124,4800
125,90%
126,360
127,-0.3
128,124
129,770
130,7/9
131,6089
132,10
133,9
134,11200
135,8
136,595
137,500
138,24
139,88
140,90
141,327
142,-96
143,15
144,134.72
145,356
146,6
147,8400
148,4800
149,9
150,2/3
151,494
152,0.29
153,490
154,4000
155,3/10
156,0.375
157,600
158,540
159,5120
160,30
161,5
162,5
163,6
164,8
165,1350
166,336
167,775
168,10
169,360
170,10/9
171,7
172,280
173,144
174,3/7
175,14
176,44
177,9
178,2
179,11
180,20
181,87.92
182,9
183,27
184,11/20
185,650
186,5000
187,10
188,312
189,2.5
190,782
191,120.86
192,10245
193,820
194,400
195,23.567
196,704
197,28.26
198,450
199,272
200,450
201,114
202,18
203,11/20
204,2
205,40
206,4/3
207,6
208,40
209,6085
210,10
211,75
212,3111
213,780
214,6
215,612500
216,16
217,4.25
218,63072
219,200
220,5
221,333
222,20
223,0
224,200
225,1872
226,32
227,9
228,10.5
229,201.6
230,190
231,293
232,2150
233,207
234,684
235,60
236,691
237,4950
238,5/18
239,205
240,500
241,20
242,11/4
243,5375
244,432
245,3/5
246,25
247,5/8
248,240
249,9
250,3.2
251,0.004167
252,3013.5
253,1260
254,2
255,6000
256,1536
257,7
258,490
259,5
260,2750
261,120
262,1.17
263,81
264,5/36
265,6
266,25/24
267,276
268,26
269,95
270,25000
271,12300
272,75
273,12
274,520
275,1585
276,289
277,5.4
278,32
279,750
280,290.16
281,272
282,6
283,736
284,58
285,18
286,240
287,579
288,170
289,2250
290,944
291,3
292,8
293,542
294,3
295,21
